fdc_id,data_type,description
1484121,branded_food,"GREAT VALUE, WHOLE GRAIN OAT CEREAL"
1484122,branded_food,"CRUNCHY NUGGETS WHOLE GRAIN WHEAT WITH BARLEY CEREAL, CRUNCHY NUGGETS"
1484198,branded_food,"YOCRUNCH, CEREAL BOWL, LOWFAT YOGURT, VANILLA WITH KELLOGG'S FROOT LOOPS"
1484251,branded_food,"TOASTED MULTI-GRAIN LIGHTLY SWEETENED MULTI-GRAIN CEREAL, TOASTED MULTI-GRAIN"
1484272,branded_food,"SWEETENED RICE CEREAL WITH REAL COCOA, SWEETENED RICE CEREAL WITH REAL COCOA"
1484274,branded_food,"OAT CRUNCH SWEETENED MULTIGRAIN CEREAL, OAT CRUNCH"
1484276,branded_food,"SWEETENED CORN & OAT CEREAL, SWEETENED CORN & OAT CEREAL"
1484309,branded_food,"FROSTED WHOLE GRAIN OAT CEREAL WITH MARSHMALLOWS, FROSTED WHOLE GRAIN OAT CEREAL WITH MARSHMALLOWS"
1485285,branded_food,"HONEY GRAHAM, CEREAL "
1485347,branded_food,ESSENTIALLY YOU VANILLA ALMOND CEREAL
1485372,branded_food,"BUNCH O' CINNAMON SQUARES , NATURAL FLAVOR CEREAL "
1485562,branded_food,"ESSENTIAL EVERYDAY, APPLE CRUNCHIES, SWEETENED MULTI-GRAIN CEREAL, APPLE, CINNAMON"
1485563,branded_food,SWEETENED RICE CEREAL
1485565,branded_food,"ESSENTIAL EVERYDAY, COCOA COMETS, COCOA COMETS SWEETENED CORN CEREAL MADE WITH REAL COCOA"
1485566,branded_food,FROSTED WHOLE GRAIN OAT CEREAL WITH MARSHMALLOWS
1485567,branded_food,MULTI GRAIN TOASTED CEREAL
1485568,branded_food,APPLE CINNAMON SWEETENED TOASTED OAT CEREAL
1485569,branded_food,"ESSENTIAL EVERYDAY, CORN CEREAL, HONEY & NATURAL ALMOND"
1485570,branded_food,CRUNCHY WHEAT SQUARES WHOLE GRAIN CEREAL
1485572,branded_food,FROSTED FRUIT-O'S SWEETENED MULTI-GRAIN CEREAL WITH NATURAL FRUIT FLAVORS
1486139,branded_food,"NATURAL BANANA PROTEEN CRUNCH SWEETENED CEREAL, NATURAL BANANA"
1486623,branded_food,"BANANAS & CREAM INSTANT HOT CEREAL, BANANAS & CREAM"
1486658,branded_food,"STRAWBERRY COBBLER CEREAL BARS, STRAWBERRY COBBLER"
1486731,branded_food,APPLES & MORE MUESLI COLD OR HOT CEREAL
1486772,branded_food,SHREDDED WHEAT CEREAL
1486773,branded_food,QUINOA HOT CEREAL FLAKES
1486777,branded_food,"BROWN RICE CRISPS CEREAL, BROWN RICE CRISPS"
1486780,branded_food,"ORIGINAL CEREAL, ORIGINAL"
1486782,branded_food,"SPARTAN, CEREAL, CRANBERRY ALMOND, CRANBERRY ALMOND"
1486783,branded_food,ORGANIC TOASTED OATS CEREAL
1486785,branded_food,"BLUEBERRY MORNING CEREAL, BLUEBERRY MORNING"
1486786,branded_food,"CINNAMON PUFFINS CEREAL, CINNAMON"
1486791,branded_food,"HONEY & OATS CORN FLAKES, WHEAT FLAKES AND GRANOLA MEDLEY CEREAL, HONEY & OATS"
1486823,branded_food,"VANILLA ALMOND MORNING OAT CRUNCH CEREAL, VANILLA ALMOND"
1487722,branded_food,"HONEY ALMOND FLAX CEREAL, HONEY ALMOND FLAX"
1488055,branded_food,FRUIT & GRAIN CEREAL BARS
1488066,branded_food,CEREAL BARS
1488553,branded_food,"MULTI-GRAIN MORNING O'S CEREAL, MULTI-GRAIN"
1488587,branded_food,"HONEY NUT TOASTY O'S SWEETENED WHOLE GRAIN OAT CEREAL WITH REAL HONEY, HONEY NUT TOASTY O'S"
1488616,branded_food,"OATS & MORE WITH ALMONDS, TOASTED MULTI-GRAIN CEREAL WITH ALMONDS & HONEY OAT CLUSTERS"
1488622,branded_food,"SWEETENED WHEATFULS LIGHTLY SWEETENED WHOLE GRAIN WHEAT CEREAL, SWEETENED WHEATFULS"
1488899,branded_food,"APPLE CINNAMON FRUIT & GRAIN CEREAL BARS, APPLE CINNAMON"
1489198,branded_food,"FAMILY GOURMET, SQUARES CEREAL, BUNCH O' CINNAMON"
1489236,branded_food,APPLE CINNAMON CEREAL BARS
1489391,branded_food,ORGANIC CEREAL
1489392,branded_food,ORGANIC CEREAL WHOLE GRAIN GOLDEN RICE CRISPS
1489393,branded_food,WHOLE GRAIN CINNAMON CRUNCH ORGANIC CEREAL
1489394,branded_food,WHOLE GRAIN WHEAT SQUARES ORGANIC CEREAL
1489396,branded_food,WHOLE GRAIN BRAN PLUS ORGANIC CEREAL
1489398,branded_food,ORGANIC CEREAL
1489415,branded_food,"HONEY CEREAL, HONEY"
1489417,branded_food,"TOASTED RICE CRISPS CEREAL, TOASTED RICE"
1489419,branded_food,"CINNAMON OAT CRUNCH SWEETENED MULTIGRAIN CEREAL WITH CINNAMON, CINNAMON OAT CRUNCH"
1489420,branded_food,"RAISIN BRAN CEREAL, RAISIN BRAN"
1489422,branded_food,"CRUNCHY RAISIN BRAN CRUNCHY WHEAT & RICE FLAKES WITH RAISINS & CRUNCHY OAT CLUSTERS CEREAL, CRUNCHY RAISIN BRAN"
1489423,branded_food,TOASTED OAT CEREAL
1489424,branded_food,"CRUNCHY HONEY OATS FLAVORED LIGHTLY SWEETENED CORN & WHEAT FLAKES CEREAL WITH OAT CLUSTERS & HONEY CEREAL, CRUNCHY HONEY OATS"
1489425,branded_food,NATURAL HONEY FLAVORED MULTIGRAIN CEREAL WITH GRANOLA AND ALMONDS
1489426,branded_food,"HOSPITALITY, TOASTED OATS CEREAL"
1489427,branded_food,TOASTED OATS SWEETENED CEREAL
1489430,branded_food,"FROSTED FLAKES SWEETENED FLAKES OF CORN CEREAL, FROSTED FLAKES"
1489433,branded_food,"TOASTED WHEAT CEREAL, TOASTED WHEAT"
1489434,branded_food,"TOASTED MULTI-GRAIN SPINS LIGHTLY SWEETENED MULTI-GRAIN CEREAL, TOASTED MULTI-GRAIN SPINS"
1489435,branded_food,"CORN FLAKES CEREAL, CORN FLAKES"
1489436,branded_food,"FROSTED SHREDDED WHEAT LIGHTLY SWEETENED WHOLE GRAIN CEREAL, FROSTED SHREDDED WHEAT"
1489437,branded_food,TOASTED CORN CEREAL
1489438,branded_food,"SWEETENED MULTIGRAIN CEREAL, SWEETENED MULTIGRAIN"
1489440,branded_food,"HONEY NUT O'S SWEETENED TOASTED OAT CEREAL, HONEY NUT O'S"
1489942,branded_food,"BLUEBERRY COBBLER CEREAL BARS, BLUEBERRY COBBLER"
1489956,branded_food,CEREAL BARS
1490618,branded_food,PECAN FLAKE & GRANOLA CEREAL
1490624,branded_food,FRUIT & GRAIN CEREAL BARS
1490811,branded_food,FRUIT & GRAIN CEREAL BAR
1490876,branded_food,TOASTED OATS CEREAL
1490877,branded_food,"SWEETENED MULTI-GRAIN CEREAL, APPLE"
1490878,branded_food,RAISIN BRAN CEREAL
1490879,branded_food,"SWEETENED TOASTED OAT CEREAL WITH THE FLAVOR OF APPLE & CINNAMON, APPLE CINNAMON"
1490880,branded_food,"FIBER BRAN TOASTED CORN AND WHEAT CEREAL, FIBER BRAN"
1490883,branded_food,"CRISP RICE OVEN TOASTED RICE CEREAL, CRISP RICE"
1490886,branded_food,"SWEETENED CEREAL, SWEETENED"
1490887,branded_food,"CHOCOLATE TOASTED CORN AND OAT CEREAL MADE WITH REAL COCOA, CHOCOLATE"
1490908,branded_food,CEREAL
1490909,branded_food,"BITE SIZE FROSTED SHREDDED WHEAT LIGHTLY SWEETENED WHOLE GRAIN CEREAL, FROSTED SHREDDED WHEAT"
1490910,branded_food,"SCHNUCKS, CORN SQUARES TOASTED CORN CEREAL"
1490911,branded_food,TWIN GRAIN CRISP CRISPY CORN & RICE CEREAL
1491167,branded_food,"SCHNUCKS, OAT WISE CEREAL"
1491169,branded_food,"SCHNUCKS, HONEY & OATS WITH ALMONDS, TOASTED MULTI-GRAIN CEREAL"
1491171,branded_food,"WHEAT SQUARES GOLDEN BROWN SQUARES OF TOASTED WHOLE GRAIN WHEAT CEREAL, WHEAT SQUARES"
1491172,branded_food,"CINNAMON FROSTED WHOLE GRAIN SHREDDED WHEAT CEREAL WITH ONYX SORGHUM, CINNAMON FROSTED"
1491175,branded_food,"TOASTED CINNAMON SQUARES SWEETENED WHOLE WHEAT AND RICE CEREAL WITH CINNAMON, TOASTED CINNAMON SQUARES"
1491176,branded_food,"HONEY & OATS TOASTED MULTI-GRAIN CEREAL WITH HONEY OAT CLUSTERS, HONEY & OATS"
1491181,branded_food,"TOASTED RICE & WHEAT FLAKES CEREAL WITH BITS OF STRAWBERRY, STRAWBERRY"
1491317,branded_food,CRUNCHEE CEREAL BARS
1492638,branded_food,"GRANOLA, RAISINS & ALMONDS FRUIT & NUT CEREAL WITH CRUNCHY OAT CLUSTERS, SWEET CHEWY RAISINS & SLICED ALMONDS, GRANOLA, RAISINS & ALMONDS"
1492639,branded_food,"CORN FLAKES CRISP CORN CEREAL, CORN FLAKES"
1492928,branded_food,CEREAL BARS
1492930,branded_food,CEREAL BARS
1492931,branded_food,FRUIT & GRAIN CEREAL BARS
1492934,branded_food,CEREAL BARS
1492938,branded_food,FRUIT & GRAIN CEREAL BARS
1493636,branded_food,"SWEETENED CORN & OAT CEREAL, SWEETENED CORN & OAT CEREAL"
1493637,branded_food,SWEETENED RICE CEREAL WITH REAL COCOA
1493638,branded_food,COCOA DYNO-BITES CEREAL
1493721,branded_food,"APPLE ZINGS CEREAL, APPLE ZINGS"
1493722,branded_food,"BERRY COLOSSAL CRUNCH CEREAL WITH MARSHMALLOWS, BERRY COLOSSAL CRUNCH"
1493723,branded_food,"SWEETENED CORN & OAT CEREAL, BERRY BUNCH CRUNCH"
1493724,branded_food,"BERRY COLOSSAL CRUNCH CEREAL WITH MARSHMALLOWS, BERRY COLOSSAL CRUNCH"
1493725,branded_food,SWEETENED CORN & OAT CEREAL
1493726,branded_food,"SWEETENED CORN & OAT CEREAL, SWEETENED CORN & OAT CEREAL"
1493727,branded_food,"BERRY COLOSSAL CRUNCH CEREAL, BERRY COLOSSAL CRUNCH"
1493728,branded_food,"BERRY COLOSSAL CRUNCH CEREAL, BERRY COLOSSAL CRUNCH"
1493729,branded_food,"SWEETENED CORN PUFF CEREAL WITH REAL PEANUT BUTTER, PEANUT BUTTER"
1493730,branded_food,SWEETENED CORN & OAT CEREAL
1493731,branded_food,SWEETENED CORN PUFF CEREAL WITH REAL PEANUT BUTTER
1493732,branded_food,CEREAL
1493733,branded_food,"COCOA DYNO-BITES CEREAL, COCOA DYNO-BITES"
1493734,branded_food,"COCOA DYNO-BITES CEREAL, COCOA DYNO-BITES"
1493735,branded_food,"COCOA DYNO-BITES CEREAL, COCOA DYNO-BITES"
1493736,branded_food,"CINNAMON TOASTERS CEREAL, CINNAMON TOASTERS"
1493737,branded_food,"S'MORES CEREAL, S'MORES"
1493738,branded_food,"FROSTED MINI SPOONERS CEREAL, FROSTED MINI SPOONERS"
1493739,branded_food,"HONEY & ALMONDS FLAVORED CEREAL, HONEY & ALMONDS"
1493740,branded_food,OAT BLENDERS LIGHTLY SWEETENED CORN & WHOLE WHEAT FLAKE CEREAL WITH GRANOLA & SLICED ALMONDS
1493741,branded_food,SWEETENED CORN & OAT CEREAL
1493742,branded_food,"WHOLE GRAIN OAT CEREAL WITH MARSHMALLOW PIECES, SWEETENED"
1493743,branded_food,CEREAL
1493744,branded_food,SWEETENED PUFFED WHEAT CEREAL
1493745,branded_food,CEREAL
1493746,branded_food,CEREAL
1493747,branded_food,SWEETENED CORN & OAT CEREAL
1493748,branded_food,"BERRY COLOSSAL CRUNCH CEREAL, BERRY COLOSSAL CRUNCH"
1493749,branded_food,"COCOA DYNO-BITES CEREAL, COCOA DYNO-BITES"
1493750,branded_food,"COCO ROOS CEREAL, COCO ROOS"
1493751,branded_food,SWEETENED CORN PUFF CEREAL WITH REAL COCOA
1493752,branded_food,CEREAL
1493754,branded_food,"TOOTIE FRUITIES FLAVORED CEREAL, TOOTIE FRUITIES"
1493755,branded_food,"TOOTIE FRUITIES CEREAL, TOOTIE FRUITIES"
1493756,branded_food,SWEETENED RICE CEREAL WITH MARSHMALLOWS
1493757,branded_food,"SWEETENED RICE CEREAL, MARSHMALLOWS"
1493758,branded_food,CEREAL
1493759,branded_food,"FRUITY DYNO-BITES CEREAL WITH MARSHMALLOWS, FRUITY DYNO-BITES WITH MARSHMALLOWS"
1493760,branded_food,LIGHTLY SWEETENED WHOLE GRAIN WHEAT CEREAL
1493761,branded_food,"STRAWBERRY CREAM CEREAL, STRAWBERRY CREAM"
1493762,branded_food,LIGHTLY SWEETENED WHOLE GRAIN WHEAT CEREAL
1493763,branded_food,"FROSTED CEREAL, FROSTED"
1493764,branded_food,LIGHTLY SWEETENED WHOLE GRAIN WHEAT CEREAL
1493765,branded_food,LIGHTLY SWEETENED WHOLE GRAIN WHEAT CEREAL
1493766,branded_food,"HONEY GRAHAM SQUARES & COCOA CORN PUFF CEREAL WITH MARSHMALLOWS, S'MORES"
1493767,branded_food,"BLUEBERRY CEREAL, BLUEBERRY"
1493768,branded_food,"HONEY NUT SCOOTERS CEREAL, HONEY NUT SCOOTERS"
1493769,branded_food,"HONEY NUT SCOOTERS CEREAL, HONEY NUT SCOOTERS"
1493770,branded_food,"CEREAL, HONEY NUT"
1493771,branded_food,"PEANUT BUTTER CUPS CEREAL, PEANUT BUTTER CUPS"
1493772,branded_food,"FROSTED FLAKES CEREAL, FROSTED FLAKES"
1493773,branded_food,"CINNAMON TOASTERS CEREAL, CINNAMON TOASTERS"
1493774,branded_food,"CINNAMON TOASTERS CEREAL, CINNAMON TOASTERS"
1493775,branded_food,"CRISPY RICE CEREAL, CRISPY RICE"
1493776,branded_food,"COCO ROOS CEREAL, COCO ROOS"
1493777,branded_food,SWEETENED WHOLE WHEAT & RICE CEREAL WITH CINNAMON
1493778,branded_food,CRISPY RICE CEREAL
1493779,branded_food,"CRISPY RICE CEREAL, CRISPY RICE"
1493780,branded_food,"TOOTIE FRUITIES CEREAL, TOOTIE FRUITIES"
1493781,branded_food,"TOOTIE FRUITIES CEREAL, TOOTIE FRUITIES"
1493782,branded_food,"FRUITY DYNO-BITES CEREAL, FRUITY DYNO-BITES"
1493783,branded_food,"TOOTIE FRUITIES CEREAL, TOOTIE FRUITIES"
1493784,branded_food,CEREAL
1493785,branded_food,CEREAL
1493786,branded_food,CEREAL
1493787,branded_food,GLUTEN FREE CEREAL
1493788,branded_food,"FRUITY DYNO-BITES CEREAL, FRUITY DYNO-BITES"
1493789,branded_food,"FROSTED MINI SPOONERS CEREAL, FROSTED MINI SPOONERS"
1493790,branded_food,"MINI SPOONERS FROSTED CEREAL, MINI SPOONERS FROSTED"
1493791,branded_food,"FROSTED MINI SPOONERS CEREAL, FROSTED MINI SPOONERS"
1493792,branded_food,"FROSTED MINI SPOONERS CEREAL, FROSTED MINI SPOONERS"
1493793,branded_food,"S'MORES CEREAL, S'MORES"
1493794,branded_food,"HONEY & ALMONDS OAT BLENDERS CEREAL, HONEY & ALMONDS OAT BLENDERS"
1493795,branded_food,"HONEY GRAHAM TOASTERS CEREAL, HONEY GRAHAM TOASTERS"
1493796,branded_food,OAT BLENDERS LIGHTLY SWEETENED CORN & WHOLE WHEAT FLAKE CEREAL WITH GRANOLA & SLICED ALMONDS
1493797,branded_food,"SWEETENED WHOLE GRAIN OAT CEREAL WITH REAL HONEY, SWEETENED WHOLE GRAIN OAT CEREAL WITH REAL HONEY"
1493798,branded_food,"HONEY BUZZERS CEREAL, HONEY BUZZERS"
1493799,branded_food,"HONEY BUZZERS CEREAL, HONEY BUZZERS"
1493800,branded_food,"LIGHTLY SWEETENED CORN & WHOLE WHEAT FLAKE CEREAL WITH GRANOLA, LIGHTLY SWEETENED CORN & WHOLE WHEAT FLAKE CEREAL WITH GRANOLA"
1493801,branded_food,"HONEY OAT BLENDERS CEREAL, HONEY OAT BLENDERS"
1493802,branded_food,"HONEY OAT BLENDERS CEREAL, HONEY OAT BLENDERS"
1493803,branded_food,"RAISIN BRAN CEREAL, RAISIN BRAN"
1493804,branded_food,"PEANUT BUTTER CUPS CEREAL, PEANUT BUTTER CUPS"
1493806,branded_food,SWEETENED PUFFED WHEAT CEREAL
1493807,branded_food,"WHOLE GRAIN WHEAT & BRAN CEREAL WITH RAISINS, CINNAMON, AND STEEL CUT OAT CLUSTERS"
1493808,branded_food,CEREAL
1493809,branded_food,"GOLDEN PUFFS CEREAL, GOLDEN PUFFS"
1493810,branded_food,GOLDEN PUFFS CEREAL
1493811,branded_food,"LIGHTLY SWEETENED TOASTED WHOLE GRAIN OAT CEREAL, LIGHTLY SWEETENED TOASTED WHOLE GRAIN OAT CEREAL"
1493812,branded_food,LIGHTLY SWEETENED TOASTED WHOLE GRAIN OAT CEREAL
1493816,branded_food,"APPLE ZINGS CEREAL, APPLE ZINGS"
1493817,branded_food,CEREAL
1493818,branded_food,"APPLE ZINGS CEREAL, APPLE ZINGS"
1493820,branded_food,SWEETENED CORN & OAT CEREAL
1493821,branded_food,"BERRY COLOSSAL CRUNCH CEREAL, BERRY COLOSSAL CRUNCH"
1493822,branded_food,"SWEETENED CORN & OAT CEREAL, SWEETENED CORN & OAT CEREAL"
1493823,branded_food,"BERRY COLOSSAL CRUNCH CEREAL, BERRY COLOSSAL CRUNCH"
1493824,branded_food,"BERRY COLOSSAL CRUNCH CEREAL, BERRY COLOSSAL CRUNCH"
1493825,branded_food,"BERRY COLOSSAL CRUNCH CEREAL, BERRY COLOSSAL CRUNCH"
1493826,branded_food,"CEREAL, CHOCOLATEY COLOSSAL CRUNCH"
1493827,branded_food,"SWEETENED NATURALLY & ARTIFICIALLY CHOCOLATE FLAVORED RICE CEREAL WITH REAL COCOA, CHOCOLATE, CHOCOLATE"
1493828,branded_food,"SWEETENED CORN & OAT CEREAL WITH REAL COCOA, SWEETENED CORN & OAT CEREAL WITH REAL COCOA"
1493829,branded_food,"SWEETENED RICE CEREAL WITH REAL COCOA, SWEETENED RICE CEREAL WITH REAL COCOA"
1493830,branded_food,"CINNAMON TOASTERS CEREAL, CINNAMON TOASTERS"
1493831,branded_food,"SWEETENED RICE CEREAL WITH REAL COCOA, COCOA DYNO-BITES"
1493833,branded_food,CEREAL
1493834,branded_food,"CINNAMON TOASTERS CEREAL, CINNAMON TOASTERS"
1493835,branded_food,SWEETENED CORN PUFF CEREAL WITH REAL COCOA
1493836,branded_food,"COCO ROOS CEREAL, COCO ROOS"
1493837,branded_food,CEREAL
1493838,branded_food,"COCO ROOS CEREAL, COCO ROOS"
1493839,branded_food,"SWEETENED CORN PUFF CEREAL, REAL COCOA"
1493840,branded_food,INSTANT MULTIGRAIN HOT CEREAL WITH FLAX
1493843,branded_food,"SWEETENED RICE CEREAL, MARSHMALLOWS"
1493844,branded_food,CEREAL
1493845,branded_food,"TOOTIE FRUITIES CEREAL, TOOTIE FRUITIES"
1493846,branded_food,"FRUITY DYNO-BITES CEREAL, FRUITY DYNO-BITES"
1493847,branded_food,SWEETENED RICE CEREAL
1493848,branded_food,"FRUITY DYNO-BITES CEREAL, FRUITY"
1493849,branded_food,"SWEETENED RICE CEREAL, SWEETENED RICE CEREAL"
1493850,branded_food,CEREAL
1493851,branded_food,"SWEETENED MULTIGRAIN CEREAL, SWEETENED MULTIGRAIN CEREAL"
1493852,branded_food,LIGHTLY SWEETENED WHOLE GRAIN WHEAT CEREAL
1493853,branded_food,"FROSTED MINI SPOONERS CEREAL, FROSTED MINI SPOONERS"
1493854,branded_food,"LIGHTLY SWEETENED WHOLE GRAIN WHEAT CEREAL, MAPLE & BROWN SUGAR"
1493855,branded_food,CEREAL
1493856,branded_food,"CEREAL, STRAWBERRY CREAM"
1493857,branded_food,LIGHTLY SWEETENED WHOLE GRAIN WHEAT CEREAL
1493858,branded_food,"MADAGASCAR, S'MORES JUNGLE PARTY HONEY GRAHAM, COCOA PUFF AND MARSHMALLOW CEREAL, S'MORES JUNGLE PARTY"
1493859,branded_food,"S'MORES CEREAL, S'MORES"
1493861,branded_food,"HONEY GRAHAM TOASTERS CEREAL, HONEY GRAHAM TOASTERS"
1493862,branded_food,"HONEY NUT SCOOTERS CEREAL, HONEY NUT SCOOTERS"
1493863,branded_food,"HONEY GRAHAM TOASTERS CEREAL, HONEY GRAHAM TOASTERS"
1493864,branded_food,SWEETENED WHOLE GRAIN OAT CEREAL
1493865,branded_food,"HONEY BUZZERS CEREAL, HONEY BUZZERS"
1493866,branded_food,"COCOA HOT CEREAL, COCOA"
1493867,branded_food,SWEETENED CORN & OAT CEREAL
1493868,branded_food,"SWEETENED CORN & OAT CEREAL, HONEY"
1493869,branded_food,"MAPLE & BROWN SUGAR OATS, BARLEY, WHEAT, QUINOA & RYE ORGANIC INSTANT MULTIGRAIN HOT CEREAL WITH FLAX, MAPLE & BROWN SUGAR OATS, BARLEY, WHEAT, QUINOA & RYE"
1493874,branded_food,NATURALLY FLAVORED SWEETENED CORN PUFF CEREAL WITH REAL COCOA
1493875,branded_food,SWEETENED WHOLE WHEAT AND RICE CEREAL WITH CINNAMON
1493876,branded_food,"TOASTED CINNAMON SQUARES SWEETENED WHOLE GRAIN WHEAT AND RICE CEREAL WITH CINNAMON, TOASTED CINNAMON SQUARES"
1493877,branded_food,OAT CLUSTER CRUNCH CEREAL
1493879,branded_food,SWEETENED WHOLE GRAIN WHEAT & CORN CEREAL
1493880,branded_food,"SWEETENED WHOLE GRAIN OAT CEREAL, HONEY NUT TOASTY O'S"
1493884,branded_food,"BARE OATS, BARLEY, WHEAT, QUINOA & RYE CATS, BARLEY. BARE, QUINOA & RYE ORGANIC INSTANT MULTIGRAIN HOT CEREAL WITH FLAX, BARE OATS, BARLEY, WHEAT, QUINOA & RYE"
1493885,branded_food,"RAISIN BRAN CEREAL, RAISIN BRAN"
1493887,branded_food,"RAISIN BRAN CEREAL, RAISIN BRAN"
1493888,branded_food,CEREAL
1493889,branded_food,RAISIN BRAN CEREAL
1493890,branded_food,CEREAL
1493891,branded_food,SWEETENED FLAKES OF CORN CEREAL
1493892,branded_food,SWEETENED PUFFED WHEAT CEREAL
1493893,branded_food,SWEETENED POPPED-UP CORN CEREAL
1493894,branded_food,SWEETENED POPPED-UP CORN CEREAL
1493895,branded_food,"CORN BURSTS CEREAL, CORN BURSTS"
1494044,branded_food,"BERRY COLOSSAL CRUNCH CEREAL, BERRY COLOSSAL CRUNCH"
1494045,branded_food,CEREAL
1494046,branded_food,"BERRY COLOSSAL CRUNCH CEREAL, BERRY"
1494047,branded_food,COLOSSAL CRUNCH SWEETENED CORN & OAT CEREAL
1494049,branded_food,"SWEETENED CORN & OAT CEREAL, SWEETENED CORN & OAT CEREAL"
1494050,branded_food,"COCOA DYNO-BITES GLUTEN FREE CEREAL, COCOA DYNO-BITES"
1494051,branded_food,"SWEETENED RICE CEREAL WITH REAL COCOA, SWEETENED RICE CEREAL WITH REAL COCOA"
1494052,branded_food,SWEETENED CORN & OAT CEREAL
1494053,branded_food,"CINNAMON TOASTERS CEREAL, CINNAMON TOASTERS"
1494054,branded_food,SWEETENED RICE CEREAL WITH REAL COCOA
1494055,branded_food,SWEETENED RICE CEREAL WITH REAL COCOA
1494056,branded_food,SWEETENED WHOLE WHEAT & RICE CEREAL
1494057,branded_food,"COCO ROOS CEREAL, COCO ROOS"
1494058,branded_food,"SWEETENED CHOCOLATE FLAVORED CORN PUFF CEREAL WITH REAL COCOA, SWEETENED CHOCOLATE"
1494059,branded_food,"TOOTIE FRUITIES CEREAL, TOOTIE FRUITIES"
1494060,branded_food,"SWEETENED MULTI-GRAIN CEREAL, SWEETENED MULTI-GRAIN CEREAL"
1494061,branded_food,"SWEETENED MULTI-GRAIN CEREAL, SWEETENED MULTI-GRAIN CEREAL"
1494062,branded_food,SWEETENED RICE CEREAL
1494063,branded_food,"FRUITY CEREAL, FRUITY"
1494064,branded_food,CEREAL
1494065,branded_food,CEREAL
1494066,branded_food,"FROSTED MINI SPOONERS CEREAL, FROSTED MINI SPOONERS"
1494067,branded_food,"FROSTED MINI SPOONERS CEREAL, FROSTED"
1494068,branded_food,"FROSTED MINI SPOONERS CEREAL, FROSTED MINI SPOONERS"
1494069,branded_food,LIGHTLY SWEETENED WHOLE GRAIN WHEAT CEREAL
1494070,branded_food,"CEREAL, STRAWBERRY CREAM"
1494071,branded_food,"LIGHTLY SWEETENED WHOLE GRAIN WHEAT CEREAL, STRAWBERRY CREAM"
1494073,branded_food,LIGHTLY SWEETENED WHOLE GRAIN WHEAT CEREAL
1494074,branded_food,LIGHTLY SWEETENED WHOLE GRAIN WHEAT CEREAL
1494075,branded_food,"LIGHTLY SWEETENED WHOLE GRAIN WHEAT CEREAL, BLUEBERRY"
1494076,branded_food,CEREAL
1494077,branded_food,CEREAL
1494078,branded_food,"HONEY ALMOND OAT BLENDERS CEREAL, HONEY ALMOND OAT BLENDERS"
1494079,branded_food,"HONEY ALMOND FLAVORED CEREAL, HONEY ALMOND"
1494080,branded_food,"LIGHTLY SWEETENED CORN & WHOLE WHEAT FLAKE CEREAL WITH GRANOLA & SLICED ALMONDS, LIGHTLY SWEETENED CORN & WHOLE WHEAT FLAKE CEREAL WITH GRANOLA & SLICED ALMONDS"
1494081,branded_food,"HONEY NUT SCOOTERS CEREAL, HONEY NUT SCOOTERS"
1494082,branded_food,"SWEETENED WHOLE GRAIN OAT CEREAL WITH REAL HONEY, SWEETENED WHOLE GRAIN OAT CEREAL WITH REAL HONEY"
1494083,branded_food,"HONEY OAT BLENDERS CEREAL, HONEY OAT BLENDERS"
1494084,branded_food,"HONEY BUZZERS CEREAL, HONEY BUZZERS"
1494085,branded_food,LIGHT SWEETENED CORN & WHOLE WHEAT FLAKE CEREAL WITH GRANOLA WITH HONEY
1494086,branded_food,"ORIGINAL ENRICHED CREAMY HOT WHEAT CEREAL, ORIGINAL"
1494087,branded_food,"ORIGINAL QUICK COOKING HOT WHEAT CEREAL, ORIGINAL"
1494088,branded_food,"CEREAL, ORIGINAL"
1494089,branded_food,"ORIGINAL QUICK COOKING HOT WHEAT CEREAL, ORIGINAL"
1494090,branded_food,"CEREAL, CHOCOLATE"
1494091,branded_food,CEREAL
1494092,branded_food,SWEETENED RICE CEREAL WITH REAL COCOA
1494093,branded_food,"CHOCOLATE FLAVORED SWEETENED RICE CEREAL WITH REAL COCOA, CHOCOLATE"
1494094,branded_food,"SWEETENED RICE CEREAL, COCOA"
1494095,branded_food,SWEETENED RICE CEREAL
1494096,branded_food,SWEETENED RICE CEREAL
1494097,branded_food,"CHOCOLATE FLAVORED RICE CEREAL WITH REAL COCOA, CHOCOLATE"
1494098,branded_food,"FRUIT FLAVOR SWEETENED RICE CEREAL, FRUIT"
1494099,branded_food,SWEETENED RICE CEREAL
1494100,branded_food,SWEETENED RICE CEREAL
1494101,branded_food,"FRUIT FLAVOR SWEETENED RICE CEREAL, FRUIT"
1494102,branded_food,"FRUIT FLAVOR SWEETENED RICE CEREAL, FRUIT"
1494103,branded_food,SWEETENED RICE CEREAL
1494104,branded_food,"SWEETENED PUFFED WHEAT CEREAL, SWEETENED PUFFED WHEAT"
1494105,branded_food,"BIG REAL HONEY SWEETENED CORN & OAT CEREAL, BIG REAL HONEY, SWEETENED"
1494106,branded_food,CEREAL
1494107,branded_food,"CEREAL WITH ALMONDS, ALMONDS"
1494108,branded_food,PEBBLES SWEETENED RICE CEREAL
1494110,branded_food,"CEREAL WITH ALMONDS, ALMONDS"
1494111,branded_food,"WHOLE GRAIN WHEAT AND BRAN CEREAL, WHOLE GRAIN WHEAT AND BRAN"
1494112,branded_food,ORGANIC WHOLE GRAIN WHEAT & BRAN CEREAL
